BROKERTITLE;TYPE;PRICE;BEDS;BATH;PROPERTYSQFT;ADDRESS;STATE;MAIN_ADDRESS;ADMINISTRATIVE_AREA_LEVEL_2;LOCALITY;SUBLOCALITY;STREET_NAME;LONG_NAME;FORMATTED_ADDRESS;LATITUDE;LONGITUDE
Brokered by COMPASS;Co-op for sale;425000;3;1.0;2184.207862;24 5th Ave Apt 1512;Manhattan, NY 10011;24 5th Ave Apt 1512Manhattan, NY 10011;New York;New York County;New York;Manhattan;24;24 5th Ave Apt 1512, New York, NY 10011, USA;40.7330596;-73.9959886
Brokered by Coldwell Banker American Homes;Multi-family home for sale;599999;4;2.0;2184.207862;829 Pine St;Brooklyn, NY 11208;829 Pine StBrooklyn, NY 11208;United States;New York;Kings County;Brooklyn;Pine Street;829 Pine St, Brooklyn, NY 11208, USA;40.6647996;-73.868117
Brokered by RE MAX Edge;Multi-family home for sale;1139000;3;3.0;2520.0;2120 E 26th St;Brooklyn, NY 11229;2120 E 26th StBrooklyn, NY 11229;United States;New York;Kings County;Brooklyn;East 26th Street;2120 E 26th St, Brooklyn, NY 11229, USA;40.5994335;-73.9458671
Brokered by BHHS Fillmore R.E.;House for sale;680000;3;2.0;1296.0;605 E 57th St;Brooklyn, NY 11234;605 E 57th StBrooklyn, NY 11234;United States;New York;Kings County;Brooklyn;East 57th Street;605 E 57th St, Brooklyn, NY 11234, USA;40.6381159;-73.9218484
Brokered by Nexthome All Island;Multi-family home for sale;2300000;11;6.0;2184.207862;11549 Inwood St;Jamaica, NY 11436;11549 Inwood StJamaica, NY 11436;United States;New York;Queens County;Queens;Inwood Street;115- 49 Inwood St, Jamaica, NY 11436, USA;40.6818734;-73.7962038
Brokered by Gateway Arms Realty Corp.;Condo for sale;560000;2;2.0;1008.0;155 Bay St Apt 4F;Staten Island, NY 10301;155 Bay St Apt 4FStaten Island, NY 10301;New York;Richmond County;Staten Island;Mid Island;155;155 Bay St #4f, Staten Island, NY 10301, USA;40.638148;-74.0756332
Brokered by The Greene Realty Group;Multi-family home for sale;1600000;9;3.0;3000.0;53 E 126th St;New York, NY 10035;53 E 126th StNew York, NY 10035;United States;New York;New York County;New York;East 126th Street;53 E 126th St, New York, NY 10035, USA;40.8062235;-73.9392312
Brokered by Brown Harris Stevens - 445 Park Avenue;Condo for sale;699900;3;1.0;558.0;80 Park Avenue Ave Unit 10B;Manhattan, NY 10016;80 Park Avenue Ave Unit 10BManhattan, NY 10016;New York;New York County;New York;Manhattan;80;80 Park Ave #10b, New York, NY 10016, USA;40.7502793;-73.9795235
Brokered by ALTA Real Estate;Condo for sale;1650000;3;2.0;1493.0;150 W 51st St Apt 2116;New York, NY 10019;150 W 51st St Apt 2116New York, NY 10019;New York;New York County;New York;Manhattan;150;150 W 51st St APT 2116, New York, NY 10019, USA;40.7612516;-73.9826113
Brokered by Corcoran SoHo;Co-op for sale;679000;1;1.0;2184.207862;319 E 50th St Apt 9E;New York, NY 10022;319 E 50th St Apt 9ENew York, NY 10022;New York;New York County;New York;Manhattan;319;319 E 50th St #9e, New York, NY 10022, USA;40.7546656;-73.9675207
Brokered by COMPASS;Condo for sale;1249000;2;2.0;2158.0;271 McDonald Ave Apt 1A;Brooklyn, NY 11218;271 McDonald Ave Apt 1ABrooklyn, NY 11218;New York;Kings County;Brooklyn;Windsor Terrace;271;271 McDonald Ave #1a, Brooklyn, NY 11218, USA;40.648091;-73.98013
Brokered by Corcoran Park Avenue South;Co-op for sale;438000;1;1.0;2184.207862;162 E 2nd St Apt 1A;New York, NY 10009;162 E 2nd St Apt 1ANew York, NY 10009;New York;New York County;New York;Manhattan;162;162 E 2nd St #1a, New York, NY 10009, USA;40.7228235;-73.98509
Brokered by City Realty Group;Co-op for sale;449000;2;1.0;2184.207862;99-72 66 Rd Unit 7C;Rego Park, NY 11374;99-72 66 Rd Unit 7CRego Park, NY 11374;New York;Queens County;Queens;Rego Park;99-72;99-72 66th Rd #7c, Rego Park, NY 11374, USA;40.7282347;-73.8522092
Brokered by Douglas Elliman - 575 Madison Ave;Co-op for sale;699000;1;1.0;2184.207862;205 E 10th St Apt 4D;New York, NY 10003;205 E 10th St Apt 4DNew York, NY 10003;New York;New York County;New York;Manhattan;205;205 E 10th St #4d, New York, NY 10003, USA;40.729738;-73.9861097
Brokered by Oxford Property Group;Land for sale;1400000;3;2.3738608579684373;2184.207862;501 E 136th St;Bronx, NY 10454;501 E 136th StBronx, NY 10454;United States;New York;Bronx County;The Bronx;East 136th Street;501 E 136th St, Bronx, NY 10454, USA;40.8065368;-73.9202661
Brokered by Listed New York Elite Inc;House for sale;709999;4;2.0;2184.207862;116-40 148th St;Jamaica, NY 11436;116-40 148th StJamaica, NY 11436;United States;New York;Queens County;Queens;148th Street;116-40 148th St, Jamaica, NY 11436, USA;40.6811881;-73.793438
Brokered by Brown Harris Stevens - 445 Park Avenue;Condo for sale;699900;3;1.0;558.0;80 Park Avenue Ave Unit 10B;Manhattan, NY 10016;80 Park Avenue Ave Unit 10BManhattan, NY 10016;New York;New York County;New York;Manhattan;80;80 Park Ave #10b, New York, NY 10016, USA;40.7502793;-73.9795235
Brokered by Nest Seekers International, Midtown;Townhouse for sale;24950000;7;5.0;12000.0;6 E 69th St;New York, NY 10021;6 E 69th StNew York, NY 10021;United States;New York;New York County;New York;East 69th Street;6 E 69th St, New York, NY 10065, USA;40.7700688;-73.9679334
Brokered by RE MAX Edge;Multi-family home for sale;1139000;3;3.0;2520.0;2120 E 26th St;Brooklyn, NY 11229;2120 E 26th StBrooklyn, NY 11229;United States;New York;Kings County;Brooklyn;East 26th Street;2120 E 26th St, Brooklyn, NY 11229, USA;40.5994335;-73.9458671
Brokered by Corcoran Park Avenue South;Co-op for sale;438000;1;1.0;2184.207862;162 E 2nd St Apt 1A;New York, NY 10009;162 E 2nd St Apt 1ANew York, NY 10009;New York;New York County;New York;Manhattan;162;162 E 2nd St #1a, New York, NY 10009, USA;40.7228235;-73.98509
Brokered by Link Ny Realty;Co-op for sale;600000;3;2.0;1000.0;100 W 121st St Apt 64;New York, NY 10027;100 W 121st St Apt 64New York, NY 10027;New York;New York County;New York;Manhattan;100;100 W 121st St #64, New York, NY 10027, USA;40.8052883;-73.9478167
Brokered by Voro Llc;House for sale;686000;3;2.0;2184.207862;116-34 146th St;Jamaica, NY 11436;116-34 146th StJamaica, NY 11436;United States;New York;Queens County;Queens;146th Street;116-34 146th St, Jamaica, NY 11436, USA;40.6808451;-73.7952952
Brokered by BHHS New York Properties;Condo for sale;2255000;2;2.0;1450.0;540 W 49th St Ph 8N;New York, NY 10019;540 W 49th St Ph 8NNew York, NY 10019;New York;New York County;New York;Manhattan;540;540 W 49th St Ph 8n, New York, NY 10019, USA;40.764655;-73.994257
Brokered by COMPASS;Pending;2500000;5;4.0;4400.0;210 Jefferson Ave;Brooklyn, NY 11216;210 Jefferson AveBrooklyn, NY 11216;United States;New York;Kings County;Brooklyn;Jefferson Avenue;210 Jefferson Ave, Brooklyn, NY 11216, USA;40.6832052;-73.9491758
Brokered by Keller Williams Rlty Landmark;Pending;1848888;6;4.0;3234.0;85-26 Edgerton Blvd;Jamaica, NY 11432;85-26 Edgerton BlvdJamaica, NY 11432;United States;New York;Queens County;Queens;Edgerton Boulevard;85-26 Edgerton Blvd, Jamaica, NY 11432, USA;40.7160582;-73.7872685
Brokered by Re/Max In The City;Co-op for sale;259900;2;1.0;850.0;601 Kappock St Apt 2E;Bronx, NY 10463;601 Kappock St Apt 2EBronx, NY 10463;New York;Bronx County;The Bronx;Spuyten Duyvil;601;601 Kappock St #2e, Bronx, NY 10463, USA;40.8789773;-73.916004
Brokered by RE MAX Edge;Co-op for sale;399000;1;1.0;750.0;9707 4th Ave Apt 5R;Brooklyn, NY 11209;9707 4th Ave Apt 5RBrooklyn, NY 11209;New York;Kings County;Brooklyn;Fort Hamilton;9707;9707 4th Ave #5r, Brooklyn, NY 11209, USA;40.614285;-74.0315729
Brokered by TALK OF THE TOWN REALTY C;Multi-family home for sale;1479000;7;2.3738608579684373;4200.0;1272 E 70th St;Brooklyn, NY 11234;1272 E 70th StBrooklyn, NY 11234;United States;New York;Kings County;Brooklyn;East 70th Street;1272 E 70th St, Brooklyn, NY 11234, USA;40.6244327;-73.913742
Brokered by Fillmore Real Estate;Pending;559900;5;2.0;1886.0;7315 Avenue U;Brooklyn, NY 11234;7315 Avenue UBrooklyn, NY 11234;United States;New York;Kings County;Brooklyn;Avenue U;7315 Avenue U, Brooklyn, NY 11234, USA;40.6211924;-73.905796
Brokered by Prospect We Realty Inc.;House for sale;599000;3;2.0;1196.0;80 Park Hill Cir;Staten Island, NY 10304;80 Park Hill CirStaten Island, NY 10304;United States;New York;Richmond County;Staten Island;Park Hill Circle;80 Park Hill Cir, Staten Island, NY 10304, USA;40.6175888;-74.0775836
Brokered by Tiffany Moves You Inc;Multi-family home for sale;2480000;7;6.0;2740.0;57-34 159th St;Fresh Meadows, NY 11365;57-34 159th StFresh Meadows, NY 11365;United States;New York;Queens County;Queens;159th Street;57-34 159th St, Flushing, NY 11365, USA;40.7411879;-73.8094885
Brokered by Douglas Elliman - 237 Smith St;Multi-family home for sale;5995000;8;6.0;6500.0;176 Washington Park;Brooklyn, NY 11205;176 Washington ParkBrooklyn, NY 11205;United States;New York;Kings County;Brooklyn;Washington Park;176 Washington Park, Brooklyn, NY 11205, USA;40.691847;-73.9732656
Brokered by Corcoran East Side;Condo for sale;4750000;3;2.0;2060.0;40 E 62nd St Apt 5W;New York, NY 10065;40 E 62nd St Apt 5WNew York, NY 10065;New York;New York County;New York;Manhattan;40;40 E 62nd St #5b, New York, NY 10065, USA;40.7649484;-73.9694663
Brokered by Robert Defalco Realty, Inc.;Multi-family home for sale;778000;4;3.0;1300.0;131 Darnell Ln;Staten Island, NY 10309;131 Darnell LnStaten Island, NY 10309;United States;New York;Richmond County;Staten Island;Darnell Lane;131 Darnell Ln, Staten Island, NY 10309, USA;40.5358271;-74.2226504
Brokered by BESMATCH REAL ESTATE;Multi-family home for sale;1125000;6;3.0;3354.0;1046 Morris Ave;Bronx, NY 10456;1046 Morris AveBronx, NY 10456;United States;New York;Bronx County;The Bronx;Morris Avenue;1046 Morris Ave, Bronx, NY 10456, USA;40.8296324;-73.9159236
Brokered by Jamie & Connie Real Estate Grp;Condo for sale;550000;1;1.0;721.0;42-31 Colden St Unit F6D;Flushing, NY 11355;42-31 Colden St Unit F6DFlushing, NY 11355;New York;Queens County;Queens;Flushing;42-31;42-31 Colden St f6, Flushing, NY 11355, USA;40.7539009;-73.8261514
Brokered by COMPASS;Townhouse for sale;1775000;4;4.0;2078.0;142 A 31st St;Brooklyn, NY 11232;142 A 31st StBrooklyn, NY 11232;United States;New York;Kings County;Brooklyn;East 31st Street;142 E 31st St, Brooklyn, NY 11226, USA;40.6473249;-73.9484704
Brokered by RE MAX Edge;Condo for sale;888000;2;2.0;1146.0;1238 63rd St Apt D324;Brooklyn, NY 11219;1238 63rd St Apt D324Brooklyn, NY 11219;New York;Kings County;Brooklyn;Dyker Heights;1238;1238 63rd St #324, Brooklyn, NY 11219, USA;40.6275896;-74.0016198
Brokered by Henry Watts Real Estate Corporation;Condo for sale;375000;3;1.0;2184.207862;454 Nostrand Ave Unit B;Brooklyn, NY 11216;454 Nostrand Ave Unit BBrooklyn, NY 11216;United States;New York;Kings County;Brooklyn;Nostrand Avenue;454 Nostrand Ave., Brooklyn, NY 11216, USA;40.6834585;-73.9504707
Brokered by RE/MAX Team;House for sale;15000000;3;2.0;2184.207862;89-02 171st St;Jamaica, NY 11432;89-02 171st StJamaica, NY 11432;United States;New York;Queens County;Queens;171st Street;89-02 171st St, Jamaica, NY 11432, USA;40.70971;-73.790302
Brokered by Weichert Realtors Evolution Group;House for sale;849000;3;2.0;2256.0;3891 Amboy Rd;Staten Island, NY 10308;3891 Amboy RdStaten Island, NY 10308;United States;New York;Richmond County;Staten Island;Amboy Road;3891 Amboy Rd, Staten Island, NY 10308, USA;40.5518357;-74.1483332
Brokered by John Edwards Real Estate, Inc.;Co-op for sale;185000;3;1.0;500.0;4705 Henry Hudson Pkwy W Apt 4A;Bronx, NY 10471;4705 Henry Hudson Pkwy W Apt 4ABronx, NY 10471;New York;Bronx County;The Bronx;Hudson Hill;4705;4705 Henry Hudson Pkwy W #4a, Bronx, NY 10471, USA;40.8952914;-73.9089308
Brokered by MAK Estates;Multi-family home for sale;1250000;5;4.0;2700.0;129 Satterlee St;Staten Island, NY 10307;129 Satterlee StStaten Island, NY 10307;United States;New York;Richmond County;Staten Island;Satterlee Street;129 Satterlee St, Staten Island, NY 10307, USA;40.5041935;-74.252823
Brokered by PRIMEROCK REAL ESTATE GROUP INC;Co-op for sale;349000;2;1.0;800.0;89-22 155th Ave;Howard Beach, NY 11414;89-22 155th AveHoward Beach, NY 11414;United States;New York;Queens County;Queens;155th Avenue;89-22 155th Ave, Howard Beach, NY 11414, USA;40.6662726;-73.8457131
Brokered by CENTURY 21 Milestone Realty;Co-op for sale;259000;2;1.0;2184.207862;285 E 35th St Apt 2D;Brooklyn, NY 11203;285 E 35th St Apt 2DBrooklyn, NY 11203;New York;Kings County;Brooklyn;Little Haiti;285;285 E 35th St #2d, Brooklyn, NY 11203, USA;40.6482666;-73.9442024
Brokered by COMPASS;Co-op for sale;575000;1;1.0;850.0;118 E 60th St Apt 4B;Manhattan, NY 10022;118 E 60th St Apt 4BManhattan, NY 10022;New York;New York County;New York;Manhattan;118;118 E 60th St #4b, New York, NY 10022, USA;40.7630774;-73.9685002
Brokered by Brown Harris Stevens;Co-op for sale;500000;4;1.0;2184.207862;133 W 140th St Apt 21;Manhattan, NY 10030;133 W 140th St Apt 21Manhattan, NY 10030;New York;New York County;New York;Manhattan;133;133 W 140th St #21, New York, NY 10030, USA;40.8178093;-73.9391738
Brokered by SLATE REALTY LLC;Co-op for sale;399999;2;1.0;2184.207862;648 Grand St Apt 3F;Brooklyn, NY 11211;648 Grand St Apt 3FBrooklyn, NY 11211;New York;Kings County;Brooklyn;Southside;648;648 Grand St #3f, Brooklyn, NY 11206, USA;40.7112984;-73.9463142
Brokered by Serhant;Condo for sale;10800000;5;6.0;4544.0;50 Bridge Park Dr Unit 22AB;Brooklyn, NY 11201;50 Bridge Park Dr Unit 22ABBrooklyn, NY 11201;New York;Kings County;Brooklyn;Brooklyn Heights;50;50 Bridge Park Dr #22a, Brooklyn Heights, NY 11201, USA;40.692916;-74.0008815
Brokered by Brown Harris Stevens;Co-op for sale;239000;1;1.0;750.0;3103 Fairfield Ave Apt 10J;Bronx, NY 10463;3103 Fairfield Ave Apt 10JBronx, NY 10463;New York;Bronx County;The Bronx;Spuyten Duyvil;3103;3103 Fairfield Ave #10j, Bronx, NY 10463, USA;40.8836826;-73.9144424
Brokered by Prime Ny Inc.;Multi-family home for sale;6950000;6;6.0;32000.0;367 E 201st St;Bronx, NY 10458;367 E 201st StBronx, NY 10458;United States;New York;Bronx County;The Bronx;East 201st Street;367 E 201st St, Bronx, NY 10458, USA;40.8694599;-73.882195
Brokered by CENTURY 21 Galvez;Multi-family home for sale;979000;5;2.0;2392.0;910 Faile St;Bronx, NY 10474;910 Faile StBronx, NY 10474;United States;New York;Bronx County;The Bronx;Faile Street;910 Faile St, Bronx, NY 10474, USA;40.8201064;-73.8877326
Brokered by qvtopservice;Condo for sale;599999;2;1.0;932.0;478 Bainbridge St Apt 3A;Bedford Stuyvesant, NY 11233;478 Bainbridge St Apt 3ABedford Stuyvesant, NY 11233;New York;Kings County;Brooklyn;Ocean Hill;478;478 Bainbridge St. #3a, Brooklyn, NY 11233, USA;40.6822675;-73.9178308
Brokered by Block & Lot Real Estate SVC;Condo for sale;699000;3;2.0;1290.0;80-06 47th Ave Unit 4P;Elmhurst, NY 11373;80-06 47th Ave Unit 4PElmhurst, NY 11373;New York;Queens County;Queens;Elmhurst;80-06;80-06 47th Ave #4b, Elmhurst, NY 11373, USA;40.7402182;-73.8844499
Brokered by 5 Boro Realty Corp;Multi-family home for sale;1400000;5;4.0;2184.207862;2978 Avenue Z;Brooklyn, NY 11235;2978 Avenue ZBrooklyn, NY 11235;United States;New York;Kings County;Brooklyn;Avenue Z;2978 Avenue Z, Brooklyn, NY 11235, USA;40.5895581;-73.9376469
Brokered by BERGEN BASIN REALTY;House for sale;649000;3;2.0;1188.0;2509 Mill Ave;Brooklyn, NY 11234;2509 Mill AveBrooklyn, NY 11234;United States;New York;Kings County;Brooklyn;Mill Avenue;2509 Mill Ave, Brooklyn, NY 11234, USA;40.610384;-73.910535
Brokered by COMPASS;Co-op for sale;5475000;4;4.0;2184.207862;900 5th Ave Apt 4A;Manhattan, NY 10021;900 5th Ave Apt 4AManhattan, NY 10021;New York;New York County;New York;Manhattan;900;900 5th Ave #4a, New York, NY 10021, USA;40.7719126;-73.967281
Brokered by Benjamin Realty Since 1980;Co-op for sale;224000;1;1.0;2184.207862;67-66 108 St Unit C4;Forest Hills, NY 11375;67-66 108 St Unit C4Forest Hills, NY 11375;New York;Queens County;Queens;Forest Hills;6766;6766 108th St Apt C4, Forest Hills, NY 11375, USA;40.7276199;-73.84686
Brokered by Douglas Elliman - 575 Madison Ave;Condo for sale;590000;3;1.0;579.0;400 Central Park W Apt 3T;New York, NY 10025;400 Central Park W Apt 3TNew York, NY 10025;New York;New York County;New York;Manhattan;400;400 Central Park W #3b, New York, NY 10025, USA;40.7942099;-73.9636725
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage;Co-op for sale;1050000;3;2.0;2184.207862;205 E 63rd St Apt 19E;New York, NY 10065;205 E 63rd St Apt 19ENew York, NY 10065;New York;New York County;New York;Manhattan;205;205 E 63rd St #19e, New York, NY 10065, USA;40.7640501;-73.964336
Brokered by Century 21 Realty First;Multi-family home for sale;2288000;6;4.0;3280.0;1774 70th St;Brooklyn, NY 11204;1774 70th StBrooklyn, NY 11204;United States;New York;Kings County;Brooklyn;70th Street;1774 70th St, Brooklyn, NY 11204, USA;40.6164146;-73.9938038
Brokered by RE MAX Edge;House for sale;1175000;3;2.0;1240.0;299 Bay 13th St;Brooklyn, NY 11214;299 Bay 13th StBrooklyn, NY 11214;United States;New York;Kings County;Brooklyn;Bay 13th Street;299 Bay 13th St, Brooklyn, NY 11214, USA;40.6034711;-74.0124361
Brokered by E Realty International Corp;Condo for sale;838000;3;2.0;706.0;48 Market St Apt 3A;New York, NY 10002;48 Market St Apt 3ANew York, NY 10002;New York;New York County;New York;Manhattan;48;48 Market St #3a, New York, NY 10002, USA;40.7118928;-73.9940945
Brokered by Douglas Elliman - Bayside;Pending;995000;4;2.0;2184.207862;45-53 169 St;Flushing, NY 11358;45-53 169 StFlushing, NY 11358;United States;New York;Queens County;Queens;169th Street;45-53 169th St, Flushing, NY 11358, USA;40.7543498;-73.797977
Brokered by Corcoran Brooklyn Heights;Condo for sale;1345000;1;2.0;752.0;140 E 63rd St # 4MN;New York, NY 10065;140 E 63rd St # 4MNNew York, NY 10065;New York;New York County;New York;Manhattan;140;140 E 63rd St #4n, New York, NY 10065, USA;40.7644486;-73.9662417
Brokered by KELLER WILLIAMS REALTY LANDMARK II;Co-op for sale;339000;1;1.0;910.0;68-09 Booth St Unit 6M;Forest Hills, NY 11375;68-09 Booth St Unit 6MForest Hills, NY 11375;New York;Queens County;Queens;Forest Hills;68-09;68-09 Booth St #6c, Forest Hills, NY 11375, USA;40.7244239;-73.8511076
Brokered by Brown Harris Stevens - 1926 Broadway;Co-op for sale;999000;1;1.0;2184.207862;1010 Fifth Ave Unit 4BB;Manhattan, NY 10028;1010 Fifth Ave Unit 4BBManhattan, NY 10028;New York;New York County;New York;Manhattan;1010;1010 5th Ave #4b, New York, NY 10028, USA;40.7789146;-73.9619806
Brokered by Coldwell Banker Reliable;Contingent;2499000;7;4.0;2268.0;26 Hart St;Brooklyn, NY 11206;26 Hart StBrooklyn, NY 11206;United States;New York;Kings County;Brooklyn;Hart Street;26 Hart St, Brooklyn, NY 11206, USA;40.6927739;-73.951031
Brokered by Brown Harris Stevens Forest Hills LLC;Co-op for sale;289000;1;1.0;750.0;118-17 Union Turnpike Tpke Unit 2F;Queens, NY 11375;118-17 Union Turnpike Tpke Unit 2FQueens, NY 11375;United States;New York;Queens County;Queens;Union Turnpike;118-17 Union Tpke, Forest Hills, NY 11375, USA;40.7129779;-73.8345967
Brokered by Monopoly Realty, Inc.;Multi-family home for sale;1350000;3;5.0;3210.0;43-15 54th St;Woodside, NY 11377;43-15 54th StWoodside, NY 11377;United States;New York;Queens County;Queens;54th Street;43-15 54th St, Flushing, NY 11377, USA;40.7432038;-73.9105824
Brokered by KELLER WILLIAMS REALTY EMPIRE;House for sale;850000;2;2.0;1122.0;1621 73rd St;Brooklyn, NY 11204;1621 73rd StBrooklyn, NY 11204;United States;New York;Kings County;Brooklyn;73rd Street;1621 73rd St, Brooklyn, NY 11204, USA;40.6172561;-73.9989227
Brokered by COMPASS;Townhouse for sale;1450000;6;4.0;2800.0;575 E 28th St;Brooklyn, NY 11210;575 E 28th StBrooklyn, NY 11210;United States;New York;Kings County;Brooklyn;East 28th Street;575 E 28th St, Brooklyn, NY 11210, USA;40.6367665;-73.9497245
Brokered by The Agency;Co-op for sale;549995;3;1.0;2184.207862;57 Montague St Apt 8K;Brooklyn, NY 11201;57 Montague St Apt 8KBrooklyn, NY 11201;New York;Kings County;Brooklyn;Brooklyn Heights;57;57 Montague St #8c, Brooklyn, NY 11201, USA;40.6957468;-73.9970996
Brokered by Brown Harris Stevens;Condo for sale;995000;3;2.0;1175.0;2545 Frederick Douglass Blvd Apt D;Manhattan, NY 10030;2545 Frederick Douglass Blvd Apt DManhattan, NY 10030;New York;New York County;New York;Manhattan;2545;2545 Frederick Douglass Blvd c, New York, NY 10030, USA;40.817538;-73.94614
Brokered by King Zone Realty Inc;House for sale;880000;2;2.0;1120.0;1808 Avenue Y;Brooklyn, NY 11235;1808 Avenue YBrooklyn, NY 11235;11229;United States;New York;Kings County;Avenue P;1808 Avenue P, Brooklyn, NY 11229, USA;40.6104879;-73.955347
Brokered by Coldwell Banker Reliable Real Estate;House for sale;775000;3;2.0;2184.207862;46 Aviston St;Staten Island, NY 10306;46 Aviston StStaten Island, NY 10306;United States;New York;Richmond County;Staten Island;Aviston Street;46 Aviston St, Staten Island, NY 10306, USA;40.5572427;-74.1202564
Brokered by BESMATCH REAL ESTATE;Condo for sale;330000;3;2.0;1067.0;776 Brook Ave Unit 33B;Bronx, NY 10451;776 Brook Ave Unit 33BBronx, NY 10451;New York;Bronx County;The Bronx;Woodstock;776A;776A Brook Ave #33A, Bronx, NY 10451, USA;40.8203804;-73.9109368
Brokered by DiTommaso Real Estate;Multi-family home for sale;789000;3;4.0;1900.0;40 Winant Pl;Staten Island, NY 10309;40 Winant PlStaten Island, NY 10309;United States;New York;Richmond County;Staten Island;Winant Place;40 Winant Pl, Staten Island, NY 10309, USA;40.5364742;-74.2389448
Brokered by RE MAX Edge;Co-op for sale;288000;1;1.0;800.0;8853 Bay 16th St Apt 3A;Brooklyn, NY 11214;8853 Bay 16th St Apt 3ABrooklyn, NY 11214;New York;Kings County;Brooklyn;Bath Beach;8853;8853 Bay 16th St #3a, Brooklyn, NY 11214, USA;40.6028929;-74.0093853
Brokered by Hauseit LLC - Hauseit LLC;Co-op for sale;2399000;2;2.0;2391.0;249 W 29th St Apt 2E;New York, NY 10001;249 W 29th St Apt 2ENew York, NY 10001;New York;New York County;New York;Manhattan;249;249 W 29th St #2e, New York, NY 10001, USA;40.7489369;-73.9948023
Brokered by Ben Bay Realty Company of Staten Island LLC;House for sale;589000;3;2.0;1320.0;111 Abbey Ct;Brooklyn, NY 11229;111 Abbey CtBrooklyn, NY 11229;United States;New York;Kings County;Brooklyn;Abbey Court;111 Abbey Ct, Brooklyn, NY 11229, USA;40.5905162;-73.9233755
Brokered by Properties Logan Inc;Co-op for sale;250000;3;1.0;2184.207862;37-30 83rd St Unit 5;Jackson Heights, NY 11372;37-30 83rd St Unit 5Jackson Heights, NY 11372;New York;Queens County;Queens;Jackson Heights;3730;3730 83rd St Apt 5n, Jackson Heights, NY 11372, USA;40.7493341;-73.8834178
Brokered by The Agency;Contingent;1495000;3;2.0;1590.0;301 E 52nd St Apt 4B;New York, NY 10022;301 E 52nd St Apt 4BNew York, NY 10022;New York;New York County;New York;Manhattan;301;301 E 52nd St #4b, New York, NY 10022, USA;40.7561092;-73.9669846
Brokered by Concrete Jungle NYC Realty;Co-op for sale;225000;1;1.0;2184.207862;84-40 153rd Ave Unit 5M;Howard Beach, NY 11414;84-40 153rd Ave Unit 5MHoward Beach, NY 11414;New York;Queens County;Queens;Jamaica;84-40;84-40 153rd Ave #5m, Jamaica, NY 11414, USA;40.6660965;-73.8478793
Brokered by Douglas Elliman - 187 Seventh Ave;Co-op for sale;380000;2;1.0;850.0;1855 E 12th St Apt 5A;Brooklyn, NY 11229;1855 E 12th St Apt 5ABrooklyn, NY 11229;New York;Kings County;Brooklyn;Homecrest;1855;1855 E 12th St #5a, Brooklyn, NY 11229, USA;40.6041775;-73.9603087
Brokered by RE MAX Top;Multi-family home for sale;1800000;11;5.0;3969.0;1637 Nelson Ave;Bronx, NY 10453;1637 Nelson AveBronx, NY 10453;United States;New York;Bronx County;The Bronx;Nelson Avenue;1637 Nelson Ave, Bronx, NY 10453, USA;40.8470503;-73.9188566
Brokered by Chous Realty Group Inc;Townhouse for sale;939000;3;2.0;1728.0;61-44 77th St;Middle Village, NY 11379;61-44 77th StMiddle Village, NY 11379;United States;New York;Queens County;Queens;77th Street;61-44 77th St, Flushing, NY 11379, USA;40.7223997;-73.8818876
Brokered by Keller Williams NYC;Co-op for sale;150000;3;1.0;2184.207862;98-34 63rd Dr Unit 6GG;Queens, NY 11374;98-34 63rd Dr Unit 6GGQueens, NY 11374;New York;Queens County;Queens;Rego Park;98-34;98-34 63rd Dr #6g, Rego Park, NY 11374, USA;40.731183;-73.857622
Brokered by RE/MAX Team;Multi-family home for sale;889000;5;2.0;2184.207862;101-11 Remington St;Jamaica, NY 11435;101-11 Remington StJamaica, NY 11435;United States;New York;Queens County;Queens;Remington Street;101-11 Remington St, Jamaica, NY 11435, USA;40.6939213;-73.810465
Brokered by Great Riches Realty;Condo for sale;665000;2;1.0;1120.0;80-09 35th Ave Unit A8;Jackson Heights, NY 11372;80-09 35th Ave Unit A8Jackson Heights, NY 11372;New York;Queens County;Queens;Flushing;8009;8009 35th Ave APT A8, Flushing, NY 11372, USA;40.7519149;-73.8861292
Brokered by Corcoran Williamsburg Bedford;Condo for sale;899000;1;2.0;1151.0;95 Dikeman St Apt 1R;Brooklyn, NY 11231;95 Dikeman St Apt 1RBrooklyn, NY 11231;New York;Kings County;Brooklyn;Red Hook;95;95 Dikeman St #1r, Brooklyn, NY 11231, USA;40.6764286;-74.013234
Brokered by CHRISTIE'S INT.REAL ESTATE GROUP;Townhouse for sale;10750000;5;6.0;5771.0;123 E 80th St;New York, NY 10075;123 E 80th StNew York, NY 10075;United States;New York;New York County;New York;East 80th Street;123 E 80th St, New York, NY 10075, USA;40.776067;-73.9588179
Brokered by COMPASS;Townhouse for sale;3200000;5;6.0;5400.0;121 W 136th St;Manhattan, NY 10030;121 W 136th StManhattan, NY 10030;United States;New York;New York County;New York;West 136th Street;121 W 136th St, New York, NY 10030, USA;40.8153973;-73.9412519
Brokered by KELLER WILLIAMS REALTY LANDMARK II;Townhouse for sale;399985;2;1.0;1148.0;923 Rockaway Ave;Brownville, NY 11212;923 Rockaway AveBrownville, NY 11212;United States;New York;Kings County;Brooklyn;Rockaway Avenue;923 Rockaway Ave, Brooklyn, NY 11212, USA;40.6570214;-73.9072202
