# Метеостанция Тобольск, Россия, WMO_ID=28275, выборка с 06.09.2009 по 06.09.2010, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=28275&lang=ru
#
"Местное время в Тобольске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.10.2009 20:00";"8.4";"750.8";"755.3";"";"70";"Ветер, дующий с юга";"5";"";"14";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"10.8";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"3.2";"0.7";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"06.10.2009 17:00";"10.6";"752.2";"756.7";"";"42";"Ветер, дующий с юга";"7";"12";"14";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"-1.7";"";"";"";"";"";"";
"06.10.2009 14:00";"9.5";"755.0";"759.5";"";"45";"Ветер, дующий с юго-юго-запада";"7";"13";"13";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"-1.9";"";"";"";"";"";"";
"06.10.2009 11:00";"7.5";"757.4";"761.9";"";"54";"Ветер, дующий с юго-юго-запада";"5";"";"";"100%.";" ";"";"";"-1.0";"";"";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"-1.2";"";"";"";"";"";"";
"06.10.2009 08:00";"2.4";"759.6";"764.3";"";"77";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-1.2";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"06.10.2009 05:00";"1.6";"760.7";"765.4";"";"83";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"-0.9";"";"";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.";"";
"06.10.2009 02:00";"-0.6";"761.6";"766.4";"";"94";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";"20.0";"-1.5";"";"";"";"";"";"";
"05.10.2009 23:00";"1.1";"762.4";"767.2";"";"70";"Ветер, дующий с юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"9.3";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"-3.8";"";"";"";"";"";"";
"05.10.2009 20:00";"2.7";"763.1";"767.8";"";"65";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"9.2";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"-3.2";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"05.10.2009 17:00";"8.7";"762.8";"767.5";"";"43";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-3.3";"";"";"";"";"";"";
"05.10.2009 14:00";"9.1";"762.7";"767.3";"";"39";"Ветер, дующий с юго-запада";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"600-1000";"";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"-4.1";"";"";"";"";"";"";
"05.10.2009 11:00";"5.5";"762.6";"767.3";"";"59";"Ветер, дующий с запада";"3";"";"";"Облаков нет.";" ";"";"";"-1.3";"";"";"";"";"";"";"20.0";"-1.9";"";"";"";"";"";"";
"05.10.2009 08:00";"-0.9";"761.6";"766.4";"";"88";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-2.7";"";"";"Cухая";"";"";"";
"05.10.2009 05:00";"1.0";"759.6";"764.3";"";"79";"Ветер, дующий с северо-северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-2.2";"";"";"";"";"";"";
"05.10.2009 02:00";"5.0";"757.3";"761.9";"";"66";"Ветер, дующий с северо-северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"";"Перисто-слоистые, покрывающие все небо.";"20.0";"-0.9";"";"";"";"";"";"";
"04.10.2009 23:00";"5.5";"756.1";"760.7";"";"71";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"10.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"0.6";"";"";"";"";"";"";
"04.10.2009 20:00";"6.6";"756.2";"760.8";"";"66";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"10.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"0.8";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"04.10.2009 17:00";"8.8";"756.5";"761.1";"";"54";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"0.0";"";"";"";"";"";"";
"04.10.2009 14:00";"10.2";"756.4";"761.0";"";"51";"Ветер, дующий с юго-запада";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"0.6";"";"";"";"";"";"";
"04.10.2009 11:00";"9.4";"756.2";"760.8";"";"56";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";" ";"";"";"5.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"1.1";"";"";"";"";"";"";
"04.10.2009 08:00";"5.6";"755.2";"759.8";"";"88";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"50%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"3.7";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"04.10.2009 05:00";"6.6";"754.0";"758.6";"";"82";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"3.8";"";"";"";"";"";"";
"04.10.2009 02:00";"8.4";"753.2";"757.7";"";"72";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"3.6";"";"";"";"";"";"";
"03.10.2009 23:00";"8.5";"753.1";"757.6";"";"64";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"11.5";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"2.1";"";"";"";"";"";"";
"03.10.2009 20:00";"10.3";"753.2";"757.6";"";"49";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";" ";"";"";"";"11.5";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"0.2";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"03.10.2009 17:00";"10.6";"753.5";"758.0";"";"45";"Ветер, дующий с юго-юго-запада";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"-0.9";"";"";"";"";"";"";
"03.10.2009 14:00";"11.3";"754.4";"758.9";"";"46";"Ветер, дующий с юго-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"0.0";"";"";"";"";"";"";
"03.10.2009 11:00";"8.5";"754.8";"759.4";"";"59";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";" ";"";"";"0.3";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"0.9";"Следы осадков";"12";"";"";"";"";
"03.10.2009 08:00";"1.3";"755.0";"759.8";"";"96";"Ветер, дующий с западо-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"0.8";"Следы осадков";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"03.10.2009 05:00";"2.7";"754.0";"758.6";"";"93";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"1.7";"";"";"";"";"";"";
"03.10.2009 02:00";"6.0";"752.4";"757.0";"";"88";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"4.1";"";"";"";"";"";"";
"02.10.2009 23:00";"6.5";"750.8";"755.3";"";"94";"Ветер, дующий с запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"14.8";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"5.6";"0.3";"12";"";"";"";"";
"02.10.2009 20:00";"8.4";"748.7";"753.2";"";"97";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"14.8";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"8.0";"0.3";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"02.10.2009 17:00";"12.2";"745.5";"749.9";"";"93";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"11.1";"";"";"";"";"";"";
"02.10.2009 14:00";"13.8";"743.8";"748.3";"";"65";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"7.3";"";"";"";"";"";"";
"02.10.2009 11:00";"12.5";"743.6";"748.0";"";"77";"Ветер, дующий с востоко-юго-востока";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"9.2";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"600-1000";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"8.6";"0.8";"12";"";"";"";"";
"02.10.2009 08:00";"9.2";"745.0";"749.5";"";"97";"Ветер, дующий с востоко-юго-востока";"3";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"8.8";"";"";"";"";"";"";
"02.10.2009 05:00";"11.0";"747.5";"752.0";"";"72";"Ветер, дующий с востоко-юго-востока";"4";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"6.1";"";"";"";"";"";"";
"02.10.2009 02:00";"10.6";"748.7";"753.2";"";"75";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"6.4";"";"";"";"";"";"";
"01.10.2009 23:00";"12.4";"751.6";"756.2";"";"70";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"";"20.9";"";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"7.0";"";"";"";"";"";"";
"01.10.2009 20:00";"12.8";"752.8";"757.3";"";"62";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"20.9";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"5.8";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"01.10.2009 17:00";"19.9";"753.2";"757.6";"";"39";"Ветер, дующий с юга";"5";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"5.5";"";"";"";"";"";"";
"01.10.2009 14:00";"20.7";"754.9";"759.3";"";"34";"Ветер, дующий с юга";"5";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"4.1";"";"";"";"";"";"";
"01.10.2009 11:00";"17.3";"756.6";"761.0";"";"49";"Ветер, дующий с юго-востока";"4";"";"";"100%.";" ";"";"";"5.6";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"6.4";"";"";"";"";"";"";
"01.10.2009 08:00";"7.3";"756.7";"761.2";"";"93";"Ветер, дующий с востока";"2";"";"";"40%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"6.2";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"01.10.2009 05:00";"5.9";"756.8";"761.4";"";"91";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"4.5";"";"";"";"";"";"";
"01.10.2009 02:00";"7.5";"756.7";"761.2";"";"81";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"4.5";"";"";"";"";"";"";
"30.09.2009 23:00";"8.3";"756.8";"761.4";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"19.8";"";"";"";"";"";"20.0";"4.1";"";"";"";"";"";"";
"30.09.2009 20:00";"9.7";"756.4";"761.0";"";"69";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"19.8";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"4.3";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"30.09.2009 17:00";"19.2";"756.2";"760.6";"";"43";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"6.4";"";"";"";"";"";"";
"30.09.2009 11:00";"15.6";"756.5";"761.0";"";"60";"Ветер, дующий с юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"9.6";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"7.8";"";"";"";"";"";"";
"30.09.2009 08:00";"9.8";"756.0";"760.6";"";"79";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"6.4";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"30.09.2009 05:00";"10.3";"755.6";"760.2";"";"78";"Ветер, дующий с юга";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"6.7";"";"";"";"";"";"";
"30.09.2009 02:00";"12.6";"755.1";"759.6";"";"70";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"7.3";"";"";"";"";"";"";
"29.09.2009 23:00";"13.4";"754.8";"759.3";"";"72";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"14.2";"";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"8.4";"";"";"";"";"";"";
"29.09.2009 20:00";"13.5";"754.4";"758.9";"";"70";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"14.2";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"8.1";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"29.09.2009 17:00";"13.9";"754.1";"758.6";"";"68";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"8.1";"";"";"";"";"";"";
"29.09.2009 14:00";"14.1";"754.0";"758.5";"";"67";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"8.1";"";"";"";"";"";"";
"29.09.2009 11:00";"13.2";"753.7";"758.2";"";"71";"Ветер, дующий с юго-запада";"4";"";"";"100%.";" ";"";"";"11.7";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"8.1";"";"";"";"";"";"";
"29.09.2009 08:00";"12.1";"752.7";"757.2";"";"76";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"8.0";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"29.09.2009 05:00";"12.1";"752.4";"756.9";"";"73";"Ветер, дующий с юго-запада";"4";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"7.4";"";"";"";"";"";"";
"29.09.2009 02:00";"12.0";"752.0";"756.4";"";"69";"Ветер, дующий с юго-запада";"4";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"6.5";"";"";"";"";"";"";
